35970
8022	1812	1649
7418	2030	2635
10788	21554	13317
6886	1204	11555
11985	908	5331
24647	11604	19089
23156	9119	19113
5846	20892	5636
23522	11550	10276
17125	18737	8352
3820	17057	25555
25748	4705	18779
6947	16315	26613
7921	10065	17166
25306	3644	17793
10257	908	9174
11203	18356	8274
3038	13699	13886
541	10070	3303
9243	1297	8888
23807	17067	5738
15253	1427	26678
4598	12924	21710
15233	1585	16012
9171	4162	14464
24167	3886	4825
3094	8832	26371
7743	6279	21276
12815	1843	11403
16705	5233	12838
19667	10339	6104
10292	9786	14018
12343	3706	21959
23827	8697	19985
8539	17656	18273
26758	8191	16802
7608	19651	1558
15337	6794	2809
7862	4123	6444
7729	17063	25413
594	214	13314
4958	9369	21580
24749	5508	24749
1757	18412	23599
22978	7129	13114
9718	1230	23162
12138	908	10398
22670	8995	16703
12397	6010	21276
21251	11090	18141
10541	6886	4743
3400	13938	24623
25491	2186	6526
5555	5777	20224
20991	1237	11805
18150	16876	11289
11147	14739	10086
24603	2883	17311
423	21420	19455
10130	20152	7197
5299	3057	21199
717	7943	1952
4747	4261	11607
19672	15466	9666
21251	1885	14282
4011	612	3238
16264	11769	21089
14464	5905	13054
23041	8951	21341
7137	6617	14150
4116	21355	24440
11780	99	17373
14464	11506	22938
14712	16744	20935
1939	5416	1541
21276	14070	1821
3155	15461	8438
4714	18114	26687
24498	12171	15970
18518	6107	11870
4094	6409	22165
2461	1000	11259
3631	5614	24627
18726	10170	1561
27007	19916	21937
25250	16472	23940
18537	8880	17484
1381	10107	10221
8742	3093	24364
24172	20571	17091
21784	3128	7728
7606	17512	4346
24338	6794	4021
9432	20321	22746
23448	19759	4564
9224	1931	5581
10929	3747	9020
8057	13357	4035
8057	5677	8097
20871	2276	21554
10128	1102	14982
25371	17870	3064
7608	11025	17905
18385	8579	21959
17452	3661	12369
4515	9970	23399
16547	15246	20931
19108	9636	25735
14464	9979	8888
6958	12647	20697
8057	19140	14229
2202	18921	8057
42	7402	14903
15797	1277	14849
10562	8955	9761
22373	14246	26422
18454	20447	2814
451	7806	7159
20049	11950	23578
14464	5860	12433
16291	457	16291
14178	4949	16256
7958	4148	10573
24625	8817	8899
7606	13048	14858
8852	17526	6413
20392	8817	11957
14064	2712	19619
11691	2131	12751
13675	12898	23441
209	2717	9780
20271	2898	17128
1700	13770	24893
16118	12212	25565
7351	14735	22978
6976	6794	17837
16401	18991	2501
15992	20907	18500
22851	562	3447
15253	16886	12789
