1	1	1
2	1	2
3	1	3
4	1	4
5	1	5
6	1	6
7	1	7
8	1	8
9	1	9
10	1	10
11	1	11
13	1	13
15	1	15
16	1	16
17	1	17
21	1	21
25	1	25
26	1	26
27	1	27
28	1	28
29	1	29
30	1	30
31	1	31
32	1	32
33	1	33
34	1	34
35	1	35
36	1	36
37	1	37
39	1	39
40	1	40
41	1	41
42	1	42
43	1	43
44	1	44
45	1	45
47	1	47
48	1	48
50	1	50
51	1	51
52	1	52
54	1	54
55	1	55
58	1	58
59	1	59
60	1	60
62	1	62
63	1	63
65	1	65
66	1	66
68	1	68
70	1	70
71	1	71
72	1	72
77	1	77
78	1	78
80	1	80
81	1	81
82	1	82
83	1	83
90	1	90
91	1	91
93	1	93
94	1	94
95	1	95
96	1	96
98	1	98
101	1	101
103	1	103
104	1	104
105	1	105
106	1	106
107	1	107
108	1	108
109	1	109
110	1	110
111	1	111
112	1	112
113	1	113
115	1	115
117	1	117
118	1	118
119	1	119
120	1	120
121	1	121
122	1	122
124	1	124
126	1	126
128	1	128
130	1	130
131	1	131
132	1	132
133	1	133
134	1	134
136	1	136
137	1	137
140	1	140
141	1	141
143	1	143
145	1	145
146	1	146
148	1	148
149	1	149
150	1	150
151	1	151
152	1	152
154	1	154
155	1	155
156	1	156
157	1	157
159	1	159
162	1	162
163	1	163
166	1	166
167	1	167
168	1	168
169	1	169
170	1	170
172	1	172
173	1	173
174	1	174
175	1	175
176	1	176
178	1	178
181	1	181
183	1	183
185	1	185
186	1	186
188	1	188
189	1	189
190	1	190
193	1	193
194	1	194
195	1	195
196	1	196
198	1	198
199	1	199
200	1	200
202	1	202
203	1	203
204	1	204
205	1	205
206	1	206
207	1	207
208	1	208
209	1	209
212	1	212
214	1	214
217	1	217
218	1	218
221	1	221
222	1	222
223	1	223
224	1	224
225	1	225
226	1	226
227	1	227
228	1	228
229	1	229
234	1	234
235	1	235
238	1	238
241	1	241
242	1	242
243	1	243
245	1	245
246	1	246
247	1	247
